Date Time,Open,High,Low,Close
Time: 15:48:00.000 Date: 2018-01-04,19.25914,19.26334,19.25913,19.25981
Time: 15:49:00.000 Date: 2018-01-04,19.25973,19.26136,19.25642,19.26136
Time: 14:25:00.000 Date: 2018-01-05,19.36506,19.37994,19.36504,19.37929
Time: 14:26:00.000 Date: 2018-01-05,19.37928,19.38016,19.36743,19.36743
Time: 14:27:00.000 Date: 2018-01-05,19.36737,19.36988,19.36289,19.36746
Time: 14:28:00.000 Date: 2018-01-05,19.36762,19.37376,19.36762,19.37031
Time: 14:29:00.000 Date: 2018-01-05,19.37086,19.38153,19.37086,19.38153
Time: 14:30:00.000 Date: 2018-01-05,19.38177,19.38965,19.37817,19.37857
Time: 14:31:00.000 Date: 2018-01-05,19.37839,19.37856,19.36335,19.36335
Time: 14:32:00.000 Date: 2018-01-05,19.36486,19.37861,19.36486,19.37861
Time: 14:33:00.000 Date: 2018-01-05,19.37921,19.38221,19.37919,19.38201
Time: 14:34:00.000 Date: 2018-01-05,19.38234,19.38234,19.36369,19.36449
Time: 14:35:00.000 Date: 2018-01-05,19.36448,19.36665,19.36448,19.36633
Time: 14:36:00.000 Date: 2018-01-05,19.36605,19.36684,19.36149,19.3654
Time: 14:37:00.000 Date: 2018-01-05,19.36503,19.36592,19.36124,19.36227
Time: 14:38:00.000 Date: 2018-01-05,19.3626,19.37166,19.36232,19.36627
Time: 14:39:00.000 Date: 2018-01-05,19.36615,19.36766,19.35802,19.35802
Time: 14:40:00.000 Date: 2018-01-05,19.35778,19.36353,19.35563,19.36353
Time: 14:41:00.000 Date: 2018-01-05,19.36352,19.36352,19.35508,19.35916
Time: 14:42:00.000 Date: 2018-01-05,19.35933,19.36334,19.3581,19.3581
Time: 14:43:00.000 Date: 2018-01-05,19.35774,19.35774,19.34916,19.34957
Time: 14:44:00.000 Date: 2018-01-05,19.34738,19.34815,19.34153,19.34706
Time: 14:45:00.000 Date: 2018-01-05,19.34722,19.35046,19.34722,19.35032
Time: 14:46:00.000 Date: 2018-01-05,19.35047,19.35093,19.34916,19.34916
Time: 14:47:00.000 Date: 2018-01-05,19.34929,19.35848,19.34929,19.35848
Time: 14:48:00.000 Date: 2018-01-05,19.35847,19.35954,19.34865,19.34975
Time: 14:49:00.000 Date: 2018-01-05,19.34877,19.35981,19.34877,19.35931
Time: 14:50:00.000 Date: 2018-01-05,19.35901,19.36308,19.35725,19.36177
Time: 14:51:00.000 Date: 2018-01-05,19.36216,19.3627,19.35736,19.35768
Time: 14:52:00.000 Date: 2018-01-05,19.35767,19.35803,19.35434,19.35525
Time: 14:53:00.000 Date: 2018-01-05,19.35646,19.36518,19.35646,19.36247
Time: 14:54:00.000 Date: 2018-01-05,19.36246,19.36515,19.35436,19.35481
