Date Time,Open,High,Low,Close
Time: 18:17:00.000 Date: 2018-01-05,0.71739,0.71743,0.71738,0.71743
Time: 18:18:00.000 Date: 2018-01-05,0.71744,0.71744,0.71736,0.71736
Time: 18:19:00.000 Date: 2018-01-05,0.71737,0.7174,0.71736,0.71738
Time: 18:20:00.000 Date: 2018-01-05,0.7174,0.7174,0.71738,0.71739
Time: 18:21:00.000 Date: 2018-01-05,0.7174,0.7174,0.7174,0.7174
Time: 18:22:00.000 Date: 2018-01-05,0.71741,0.71748,0.71741,0.71747
Time: 18:25:00.000 Date: 2018-01-05,0.7175,0.71751,0.71748,0.7175
Time: 18:26:00.000 Date: 2018-01-05,0.71751,0.71759,0.71746,0.71746
Time: 18:27:00.000 Date: 2018-01-05,0.71747,0.71748,0.71747,0.71747
Time: 18:28:00.000 Date: 2018-01-05,0.71746,0.71748,0.71745,0.71748
Time: 18:29:00.000 Date: 2018-01-05,0.71747,0.71753,0.71746,0.71753
Time: 18:30:00.000 Date: 2018-01-05,0.71754,0.71755,0.71747,0.71747
Time: 18:31:00.000 Date: 2018-01-05,0.71743,0.71743,0.71734,0.71735
Time: 18:32:00.000 Date: 2018-01-05,0.71734,0.71734,0.7173,0.71734
Time: 18:33:00.000 Date: 2018-01-05,0.71731,0.71732,0.71729,0.71729
Time: 18:34:00.000 Date: 2018-01-05,0.7173,0.7173,0.71724,0.71724
Time: 18:35:00.000 Date: 2018-01-05,0.71725,0.71728,0.71725,0.71726
